55 68 39 67 72 7 0 89 48 29 45 33 51 12 76 16 44 91 83 73 14 82 13 40 47 32 81 53 49 1 50 86 57 88 79 92 27 60 80 46 56 26 34 99 61 66 4 75 96 98 35 21 93 15 87 52 78 25 69 9 38 36 94 84 2 28 70 11 85 19 8 6 42 59 90 58 41 63 30 62 20 10 31 97 22 43 77 95 54 24 71 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 89 0 20 71 24 45 33 51 12 76 16 44 91 83 73 14 82 13 77 47 32 81 53 49 1 50 86 57 88 79 92 27 60 80 46 56 26 34 99 61 66 4 75 96 98 52 21 22 87 15 35 78 25 69 9 38 36 94 84 2 28 70 11 85 19 8 6 42 59 90 7 41 63 30 62 58 10 31 97 93 43 40 95 54 29 48 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 7 0 89 48 29 45 33 51 12 76 16 44 91 83 73 14 82 13 40 47 32 81 53 49 1 50 86 57 88 79 92 27 60 80 46 34 26 56 99 61 66 4 75 96 98 52 21 93 87 15 35 78 25 69 9 38 36 94 84 2 28 70 11 85 19 8 6 42 59 90 58 41 63 30 62 20 10 31 97 22 43 77 95 54 24 71 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 7 0 89 48 29 45 33 51 12 76 16 44 91 83 73 14 82 13 40 47 32 81 53 49 1 50 86 57 88 79 92 27 60 80 46 34 26 56 6 61 38 4 75 96 98 35 21 93 15 87 52 78 25 69 9 66 36 94 84 2 28 70 11 85 19 8 99 42 59 90 58 41 63 30 62 20 10 31 97 22 43 77 95 54 24 71 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 20 0 89 48 29 45 33 51 12 76 16 44 91 21 73 14 82 13 77 47 32 81 53 49 1 50 86 57 88 79 92 27 60 80 46 34 26 56 99 61 38 4 75 96 98 52 83 93 87 15 35 78 25 69 9 66 36 94 84 2 28 70 11 85 19 8 6 42 59 90 7 41 63 30 62 58 10 31 97 22 43 40 95 54 24 71 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 7 0 89 48 29 45 33 51 12 76 16 44 91 83 73 14 82 13 77 47 32 81 53 49 1 50 86 57 88 79 92 27 60 80 46 56 26 34 99 61 38 4 75 96 98 52 21 93 87 15 35 78 25 69 9 66 36 94 84 2 28 70 11 85 19 8 6 42 59 90 58 41 63 30 62 20 10 31 97 22 43 40 95 54 24 71 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 7 0 89 48 29 45 33 51 12 76 16 44 91 21 73 14 82 13 77 47 32 81 53 49 1 50 86 42 88 79 92 27 60 80 46 56 26 34 99 61 66 4 75 96 98 52 83 93 87 15 35 78 25 69 9 38 36 94 84 2 28 70 11 85 19 8 6 57 59 90 58 41 63 30 62 20 10 31 97 22 43 40 95 54 24 71 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 7 0 89 71 24 45 33 51 12 76 16 44 91 21 73 14 82 13 77 47 32 81 53 49 1 50 86 42 88 79 92 27 60 80 46 56 26 34 99 61 66 4 75 96 98 52 83 93 87 15 35 78 25 69 9 38 36 94 84 2 28 70 11 85 19 8 6 57 59 90 58 41 63 30 62 20 10 31 97 22 43 40 95 54 29 48 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 7 0 20 48 29 45 33 51 12 76 16 44 91 21 73 14 82 13 77 47 32 81 53 49 1 50 86 42 88 79 92 27 60 80 46 56 26 34 99 61 66 4 75 96 98 52 83 93 87 15 35 78 25 69 9 38 36 94 84 2 28 70 11 85 19 8 6 57 59 90 58 41 63 30 62 89 10 31 97 22 43 40 95 54 24 71 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 7 0 20 19 24 45 33 51 12 76 16 44 91 21 73 14 82 13 77 47 32 81 53 49 1 50 86 42 88 79 92 27 60 80 46 56 26 34 99 61 66 4 75 96 98 52 83 93 87 15 35 78 25 69 9 38 36 94 84 2 28 70 11 85 29 8 6 57 59 90 58 41 63 30 62 89 10 31 97 22 43 40 95 54 71 48 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 7 0 89 48 29 45 33 51 12 76 16 44 91 21 73 14 82 13 40 47 32 81 53 49 1 50 86 42 88 79 92 27 60 80 46 56 26 34 99 61 66 4 75 96 98 52 83 93 87 15 35 78 25 69 9 38 36 94 84 2 28 70 11 85 19 8 6 57 59 90 58 41 63 30 62 20 10 31 97 22 43 77 95 54 24 71 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 7 0 89 48 29 45 33 51 12 76 16 44 91 21 73 14 82 13 77 47 32 81 53 49 1 50 86 57 88 79 92 27 60 80 46 56 26 34 99 61 66 4 75 96 98 52 83 93 87 15 35 78 25 69 9 38 36 94 84 2 28 70 11 85 19 8 6 42 59 90 58 41 63 30 62 20 10 31 97 22 43 40 95 54 24 71 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 7 0 20 71 24 45 33 51 12 76 16 44 91 83 73 14 82 13 77 47 32 81 53 49 1 50 86 42 88 79 92 27 60 80 46 56 26 34 99 61 66 4 75 96 98 52 21 22 87 15 35 78 25 69 9 38 36 94 84 2 28 70 11 85 19 8 6 57 59 90 58 41 63 30 62 89 10 31 97 93 43 40 95 54 29 48 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 89 0 20 71 24 45 33 51 12 76 16 44 91 21 73 14 82 13 77 47 32 81 53 49 1 50 86 57 88 79 92 27 60 80 46 56 26 34 99 61 66 4 75 96 98 52 83 93 87 15 35 78 25 69 9 38 36 94 84 2 28 70 11 85 19 8 6 42 59 90 7 41 63 30 62 58 10 31 97 22 43 40 95 54 29 48 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 7 0 20 29 24 45 33 51 12 76 16 44 91 21 73 14 82 13 77 47 32 81 53 49 1 50 86 42 88 79 92 27 60 80 46 56 26 34 99 61 66 4 75 96 98 52 83 93 87 15 35 78 25 69 9 38 36 94 84 2 28 70 11 85 19 8 6 57 59 90 58 41 63 30 62 89 10 31 97 22 43 40 95 54 71 48 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 20 0 89 48 29 45 33 51 12 76 16 44 91 83 73 14 82 13 40 47 32 81 53 49 1 50 86 57 88 79 92 27 60 80 46 34 26 56 6 61 38 4 75 96 98 35 21 93 15 87 52 78 25 69 9 66 36 94 84 2 28 70 11 85 19 8 99 42 59 90 7 41 63 30 62 58 10 31 97 22 43 77 95 54 24 71 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 89 0 20 71 24 45 33 51 12 76 16 44 91 83 73 14 82 13 77 47 32 81 53 49 1 50 86 57 88 79 92 27 60 80 46 56 26 34 99 61 38 4 75 96 98 52 21 93 87 15 35 78 25 69 9 66 36 94 84 2 28 70 11 85 19 8 6 42 59 90 7 41 63 30 62 58 10 31 97 22 43 40 95 54 29 48 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 7 0 20 71 19 45 33 51 12 76 16 44 91 83 73 14 82 13 40 47 32 81 53 49 1 50 86 57 88 79 92 27 60 80 46 34 26 56 6 61 38 4 75 96 98 35 21 93 15 87 52 78 25 69 9 66 36 94 84 2 28 70 11 85 54 8 99 42 59 90 89 41 63 30 62 58 10 31 97 22 43 77 95 29 24 48 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 7 0 20 29 24 45 33 51 12 76 16 44 91 83 73 14 82 13 77 47 32 81 53 49 1 50 86 42 88 79 92 27 60 80 46 56 26 34 99 61 66 4 75 96 98 52 21 22 87 15 35 78 25 69 9 38 36 94 84 2 28 70 11 85 19 8 6 57 59 90 58 41 63 30 62 89 10 31 97 93 43 40 95 54 71 48 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 7 0 20 71 54 45 33 95 12 76 16 44 91 83 73 14 82 13 40 47 32 81 53 49 1 50 86 57 88 79 92 27 60 80 46 34 26 56 6 61 38 4 75 96 98 35 21 93 15 87 52 78 25 69 9 66 36 94 84 2 28 70 11 85 19 8 99 42 59 90 58 41 63 30 62 89 10 31 97 22 43 77 51 29 24 48 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 7 0 89 48 24 45 33 51 12 76 16 44 91 83 73 14 82 13 40 47 32 81 53 49 1 50 86 57 88 79 92 27 60 80 46 56 26 34 99 61 66 4 75 96 98 52 21 93 87 15 35 78 25 69 9 38 36 94 84 2 28 70 11 85 19 8 6 42 59 90 58 41 63 30 62 20 10 31 97 22 43 77 95 54 29 71 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 7 0 89 48 29 45 33 51 12 76 16 44 91 83 73 14 82 13 77 47 32 81 53 49 1 50 86 42 88 79 92 27 60 80 46 56 26 34 99 61 66 4 75 96 98 52 21 22 87 15 35 78 25 69 9 38 36 94 84 2 28 70 11 85 19 8 6 57 59 90 58 41 63 30 62 20 10 31 97 93 43 40 95 54 24 71 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 89 0 20 71 24 45 33 51 12 76 16 44 91 21 73 14 82 13 77 47 32 81 53 49 1 50 86 57 88 79 92 27 60 80 46 56 26 34 99 61 66 4 75 96 98 52 83 93 87 15 35 78 25 69 9 38 36 94 84 2 28 70 11 85 19 8 6 42 59 90 7 41 63 30 62 58 10 31 97 22 43 40 95 54 29 48 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 7 0 89 48 29 45 33 51 12 76 16 44 91 21 73 14 82 13 40 47 32 81 53 49 1 50 86 57 88 79 92 27 60 80 46 56 26 34 99 61 66 4 75 96 98 52 83 93 87 15 35 78 25 69 9 38 36 94 84 2 28 70 11 85 19 8 6 42 59 90 58 41 63 30 62 20 10 31 97 22 43 77 95 54 24 71 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 7 0 20 71 24 45 33 51 12 76 44 16 91 83 73 14 82 13 77 47 32 81 53 49 1 50 86 57 88 79 92 27 60 80 46 34 26 56 99 61 66 4 75 96 98 52 21 93 87 15 35 78 25 69 9 38 36 94 84 2 28 70 11 85 19 8 6 42 59 90 58 41 63 30 62 89 10 31 97 22 43 40 95 54 29 48 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 7 0 89 48 29 45 33 51 12 76 16 44 91 83 73 14 82 13 40 47 32 81 53 49 1 50 86 57 88 79 92 27 60 80 46 34 26 56 6 61 38 4 75 96 98 52 21 93 87 15 35 78 25 69 9 66 36 94 84 2 28 70 11 85 19 8 99 42 59 90 58 41 63 30 62 20 10 31 97 22 43 77 95 54 24 71 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 7 0 20 71 54 45 33 51 12 76 16 44 91 83 73 14 82 13 40 47 32 81 53 49 1 50 86 57 88 79 92 27 60 80 46 34 26 56 6 61 38 4 75 96 98 35 21 93 15 87 52 78 25 69 9 66 36 94 84 2 28 70 11 85 19 8 99 42 59 90 58 41 63 30 62 89 10 31 97 22 43 77 95 29 24 48 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 7 0 89 48 29 45 33 51 12 76 16 44 91 83 73 14 82 13 77 47 32 81 53 49 1 50 86 57 88 79 92 27 60 80 46 56 26 34 99 61 38 4 75 96 98 52 21 93 87 15 35 78 25 69 9 66 36 94 84 2 28 70 11 85 19 8 6 42 59 90 58 41 63 30 62 20 10 31 97 22 43 40 95 54 24 71 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 89 0 20 71 24 45 33 51 12 76 16 44 91 83 73 14 82 13 77 47 32 81 53 49 1 50 86 57 88 79 92 27 60 80 46 56 26 34 99 61 66 4 75 96 98 52 21 22 87 15 35 78 25 69 9 38 36 94 84 2 28 70 11 85 19 8 6 42 59 90 7 41 63 30 62 58 10 31 97 93 43 40 95 54 29 48 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 89 0 20 71 24 45 33 51 12 76 16 44 91 83 73 14 82 13 77 47 32 81 53 49 1 50 86 57 88 79 92 27 60 80 46 56 26 34 99 61 38 4 75 96 98 52 21 93 87 15 35 78 25 69 9 66 36 94 84 2 28 70 11 85 19 8 6 42 59 90 7 41 63 30 62 58 10 31 97 22 43 40 95 54 29 48 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 89 0 20 71 24 45 33 51 12 76 16 44 91 21 73 14 82 13 77 47 32 81 53 49 1 50 86 42 88 79 92 27 60 80 46 34 26 56 99 61 38 4 75 96 98 52 83 93 87 15 35 78 25 69 9 66 36 94 84 2 28 70 11 85 19 8 6 57 59 90 7 41 63 30 62 58 10 31 97 22 43 40 95 54 29 48 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 7 0 20 48 29 45 33 51 12 76 16 44 91 83 73 14 82 13 77 47 32 81 53 49 1 50 86 42 88 79 92 27 60 80 46 56 26 34 99 61 66 4 75 96 98 52 21 22 87 15 35 78 25 69 9 38 36 94 84 2 28 70 11 85 19 8 6 57 59 90 58 41 63 30 62 89 10 31 97 93 43 40 95 54 24 71 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 7 0 89 48 24 45 33 51 12 76 16 44 91 83 73 14 82 13 77 47 32 81 53 49 1 50 86 42 88 79 92 27 60 80 46 56 26 34 99 61 66 4 75 96 98 52 21 22 87 15 35 78 25 69 9 38 36 94 84 2 28 70 11 85 19 8 6 57 59 90 58 41 63 30 62 20 10 31 97 93 43 40 95 54 29 71 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 7 0 89 48 29 45 33 51 12 76 16 44 91 83 73 14 82 13 40 47 32 81 53 49 1 50 86 57 88 79 92 27 60 80 46 56 26 34 99 61 38 4 75 96 98 52 21 93 87 15 35 78 25 69 9 66 36 94 84 2 28 70 11 85 19 8 6 42 59 90 58 41 63 30 62 20 10 31 97 22 43 77 95 54 24 71 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 7 0 89 48 29 45 33 51 12 76 16 44 91 21 73 14 82 13 77 47 32 81 53 49 1 50 86 57 88 79 92 27 60 80 46 56 26 34 99 61 66 4 75 96 98 52 83 93 87 15 35 78 25 69 9 38 36 94 84 2 28 70 11 85 19 8 6 42 59 90 58 41 63 30 62 20 10 31 97 22 43 40 95 54 24 71 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 7 0 20 71 54 45 33 95 12 76 16 44 91 83 73 14 82 13 40 47 32 81 53 49 1 50 86 57 88 79 92 27 60 80 46 34 26 56 6 61 38 4 75 96 98 35 21 93 15 87 52 78 25 69 9 66 36 94 84 2 28 70 11 85 19 8 99 42 59 90 58 41 63 30 62 89 10 31 97 22 43 77 51 29 24 48 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 7 0 89 48 29 45 33 51 12 76 16 44 91 83 73 14 82 13 40 47 32 81 53 49 1 50 86 57 88 79 92 27 60 80 46 56 26 34 99 61 66 4 75 96 98 52 21 93 87 15 35 78 25 69 9 38 36 94 84 2 28 70 11 85 19 8 6 42 59 90 58 41 63 30 62 20 10 31 97 22 43 77 95 54 24 71 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 7 0 89 48 29 45 33 51 12 76 16 44 91 83 73 14 82 13 77 47 32 81 53 49 1 50 86 42 88 79 92 27 60 80 46 56 26 34 99 61 66 4 75 96 98 52 21 22 87 15 35 78 25 69 9 38 36 94 84 2 28 70 11 85 19 8 6 57 59 90 58 41 63 30 62 20 10 31 97 93 43 40 95 54 24 71 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 7 0 20 19 24 45 33 51 12 76 16 44 91 83 73 14 82 13 77 47 32 81 53 49 1 50 86 42 88 79 92 27 60 80 46 56 26 34 99 61 66 4 75 96 98 52 21 22 87 15 35 78 25 69 9 38 36 94 84 2 28 70 11 85 29 8 6 57 59 90 58 41 63 30 62 89 10 31 97 93 43 40 95 54 71 48 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 7 0 89 48 29 45 33 51 12 76 16 44 91 21 73 14 82 13 40 47 32 81 53 49 1 50 86 57 88 79 92 27 60 80 46 34 26 56 99 61 66 4 75 96 98 52 83 93 87 15 35 78 25 69 9 38 36 94 84 2 28 70 11 85 19 8 6 42 59 90 58 41 63 30 62 20 10 31 97 22 43 77 95 54 24 71 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 7 0 20 29 24 45 33 51 12 76 16 44 91 21 73 14 82 13 77 47 32 81 53 49 1 50 86 42 88 79 92 27 60 80 46 56 26 34 99 61 66 4 75 96 98 52 83 93 87 15 35 78 25 69 9 38 36 94 84 2 28 70 11 85 19 8 6 57 59 90 58 41 63 30 62 89 10 31 97 22 43 40 95 54 71 48 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 7 0 89 19 24 45 33 51 12 76 16 44 91 83 73 14 82 13 77 47 32 81 53 49 1 50 86 42 88 79 92 27 60 80 46 56 26 34 99 61 66 4 75 96 98 52 21 22 87 15 35 78 25 69 9 38 36 94 84 2 28 70 11 85 29 8 6 57 59 90 58 41 63 30 62 20 10 31 97 93 43 40 95 54 71 48 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 89 0 20 71 24 45 33 51 12 76 16 44 91 21 73 14 82 13 77 47 32 81 53 49 1 50 86 42 88 79 92 27 60 80 46 56 26 34 99 61 66 4 75 96 98 52 83 93 87 15 35 78 25 69 9 38 36 94 84 2 28 70 11 85 19 8 6 57 59 90 58 41 63 30 62 7 10 31 97 22 43 40 95 54 29 48 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 7 0 89 48 24 45 33 51 12 76 16 44 91 83 73 14 82 13 77 47 32 81 53 49 1 50 86 42 88 79 92 27 60 80 46 56 26 34 99 61 66 4 75 96 98 52 21 22 87 15 35 78 25 69 9 38 36 94 84 2 28 70 11 85 19 8 6 57 59 90 58 41 63 30 62 20 10 31 97 93 43 40 95 54 29 71 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 89 0 20 48 29 45 33 51 12 76 16 44 91 21 73 14 82 13 40 47 32 81 53 49 1 50 86 57 88 79 92 27 60 80 46 56 26 34 99 61 66 4 75 96 98 52 83 93 87 15 35 78 25 69 9 38 36 94 84 2 28 70 11 85 19 8 6 42 59 90 7 41 63 30 62 58 10 31 97 22 43 77 95 54 24 71 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 89 0 20 48 29 45 33 51 12 76 16 44 91 83 73 14 82 13 40 47 32 81 53 49 1 50 86 57 88 79 92 27 60 80 46 34 26 56 6 61 38 4 75 96 98 35 21 93 15 87 52 78 25 69 9 66 36 94 84 2 28 70 11 85 19 8 99 42 59 90 7 41 63 30 62 58 10 31 97 22 43 77 95 54 24 71 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 7 0 89 48 29 45 33 51 12 76 16 44 91 83 73 14 82 13 40 47 32 81 53 49 1 50 86 57 88 79 92 27 60 80 46 56 26 34 99 61 66 4 75 96 98 35 21 93 15 87 52 78 25 69 9 38 36 94 84 2 28 70 11 85 19 8 6 42 59 90 58 41 63 30 62 20 10 31 97 22 43 77 95 54 24 71 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 89 0 20 48 29 45 33 51 12 76 16 44 91 21 73 14 82 13 40 47 32 81 53 49 1 50 86 57 88 79 92 27 60 80 46 56 26 34 99 61 66 4 75 96 98 52 83 93 87 15 35 78 25 69 9 38 36 94 84 2 28 70 11 85 19 8 6 42 59 90 7 41 63 30 62 58 10 31 97 22 43 77 95 54 24 71 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 7 0 20 29 24 45 33 51 12 76 16 44 91 83 73 14 82 13 77 47 32 81 53 49 1 50 86 42 88 79 92 27 60 80 46 56 26 34 99 61 66 4 75 96 98 52 21 22 87 15 35 78 25 69 9 38 36 94 84 2 28 70 11 85 19 8 6 57 59 90 58 41 63 30 62 89 10 31 97 93 43 40 95 54 71 48 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 7 0 20 71 24 45 33 51 12 76 16 44 91 83 73 14 82 13 77 47 32 81 53 49 1 50 86 42 88 79 92 27 60 80 46 34 26 56 99 61 66 4 75 96 98 52 21 22 87 15 35 78 25 69 9 38 36 94 84 2 28 70 11 85 19 8 6 57 59 90 58 41 63 30 62 89 10 31 97 93 43 40 95 54 29 48 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 7 0 20 19 24 45 33 51 12 76 16 44 91 83 73 14 82 13 77 47 32 81 53 49 1 50 86 42 88 79 92 27 60 80 46 56 26 34 99 61 66 4 75 96 98 52 21 22 87 15 35 78 25 69 9 38 36 94 84 2 28 70 11 85 29 8 6 57 59 90 58 41 63 30 62 89 10 31 97 93 43 40 95 54 71 48 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 7 0 89 48 29 45 33 51 12 76 16 44 91 21 73 14 82 13 77 47 32 81 53 49 1 50 86 57 88 79 92 27 60 80 46 34 26 56 99 61 66 4 75 96 98 52 83 93 87 15 35 78 25 69 9 38 36 94 84 2 28 70 11 85 19 8 6 42 59 90 58 41 63 30 62 20 10 31 97 22 43 40 95 54 24 71 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 89 0 20 71 24 45 33 51 12 76 16 44 91 21 73 14 82 13 77 47 32 81 53 49 1 50 86 42 88 79 92 27 60 80 46 56 26 34 99 61 38 4 75 96 98 52 83 93 87 15 35 78 25 69 9 66 36 94 84 2 28 70 11 85 19 8 6 57 59 90 7 41 63 30 62 58 10 31 97 22 43 40 95 54 29 48 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 89 0 20 71 24 45 33 51 12 76 16 44 91 21 73 14 82 13 77 47 32 81 53 49 1 50 86 57 88 79 92 27 60 80 46 56 26 34 99 61 38 4 75 96 98 52 83 93 87 15 35 78 25 69 9 66 36 94 84 2 28 70 11 85 19 8 6 42 59 90 7 41 63 30 62 58 10 31 97 22 43 40 95 54 29 48 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 7 0 89 48 24 45 33 51 12 76 16 44 91 83 73 14 82 13 40 47 32 81 53 49 1 50 86 57 88 79 92 27 60 80 46 56 26 34 99 61 66 4 75 96 98 52 21 93 87 15 35 78 25 69 9 38 36 94 84 2 28 70 11 85 19 8 6 42 59 90 58 41 63 30 62 20 10 31 97 22 43 77 95 54 29 71 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 7 0 20 19 24 45 33 51 12 76 16 44 91 21 73 14 82 13 77 47 32 81 53 49 1 50 86 42 88 79 92 27 60 80 46 56 26 34 99 61 66 4 75 96 98 52 83 93 87 15 35 78 25 69 9 38 36 94 84 2 28 70 11 85 29 8 6 57 59 90 58 41 63 30 62 89 10 31 97 22 43 40 95 54 71 48 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 7 0 20 71 24 45 33 51 12 76 16 44 91 83 73 14 82 13 40 47 32 81 53 49 1 50 86 57 88 79 92 27 60 80 46 34 26 56 6 61 38 4 75 96 98 35 21 93 15 87 52 78 25 69 9 66 36 94 84 2 28 70 11 85 54 8 99 42 59 90 89 41 63 30 62 58 10 31 97 22 43 77 95 29 19 48 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 7 0 89 48 29 45 33 51 12 76 16 44 91 83 73 14 82 13 40 47 32 81 53 49 1 50 86 57 88 79 92 27 60 80 46 34 26 56 6 61 38 4 75 96 98 35 21 93 15 87 52 78 25 69 9 66 36 94 84 2 28 70 11 85 19 8 99 42 59 90 58 41 63 30 62 20 10 31 97 22 43 77 95 54 24 71 37 18 17 23 5 3 65 64 74 
55 68 39 67 72 7 0 20 71 24 45 33 51 12 76 16 44 91 83 73 14 82 13 77 47 32 81 53 49 1 50 86 42 88 79 92 27 60 80 46 56 26 34 99 61 66 4 75 96 98 52 21 22 87 15 35 78 25 69 9 38 36 94 84 2 28 70 11 85 19 8 6 57 59 90 58 41 63 30 62 89 10 31 97 93 43 40 95 54 29 48 37 18 17 23 5 3 65 64 74 
