29 45 33 26 56 60 96 88 5 34 42 13 51 63 49 46 20 48 66 39 68 72 61 0 74 80 24 94 4 95 12 81 50 41 91 1 57 84 38 70 11 53 55 25 79 28 75 10 65 18 71 9 89 97 90 98 23 62 15 44 54 32 30 3 22 76 59 86 6 77 43 17 87 93 58 31 69 52 64 78 92 27 7 14 73 83 37 21 35 16 19 2 67 8 85 82 47 40 99 36 
29 45 33 34 56 60 96 93 26 70 42 13 51 81 49 46 20 48 0 39 66 69 98 9 24 8 77 32 4 95 12 63 50 3 91 88 53 84 72 11 82 54 55 64 18 30 57 10 90 79 41 5 89 74 68 94 75 38 19 44 23 17 78 97 22 59 86 76 6 28 2 71 87 15 58 31 16 52 25 65 92 27 7 14 73 83 37 21 35 62 1 43 67 80 85 61 47 40 99 36 
29 45 33 26 56 60 96 88 5 34 42 13 51 63 49 46 20 48 66 39 68 38 61 0 74 80 24 94 4 95 12 81 50 3 91 1 57 84 72 11 70 99 55 25 79 28 75 10 65 18 37 9 89 97 90 98 23 62 15 44 53 32 30 41 22 76 59 86 6 77 43 17 87 93 58 31 69 52 64 78 92 27 7 14 73 83 71 21 35 16 19 2 67 8 85 82 47 40 54 36 
29 45 33 26 56 60 93 88 59 34 19 57 51 63 49 46 79 48 66 39 4 38 61 0 74 80 24 94 68 95 12 81 50 3 91 1 13 84 72 11 70 99 55 25 20 28 75 10 65 18 37 9 89 97 90 98 23 62 15 44 54 32 30 41 22 76 86 5 14 77 43 17 87 96 58 31 69 52 64 78 92 27 7 6 73 83 71 21 35 16 42 2 67 8 85 82 47 40 53 36 
29 45 33 26 56 60 96 93 34 70 42 13 51 63 49 46 20 48 0 39 66 16 98 9 24 8 28 32 47 95 12 81 50 3 91 41 53 84 72 11 82 54 55 25 18 30 57 10 90 79 88 5 89 74 68 94 75 38 19 44 23 71 78 97 22 76 86 59 6 77 43 17 87 15 58 31 69 52 64 65 92 27 7 14 73 83 37 21 35 62 1 2 67 80 85 61 4 40 99 36 
29 45 33 34 56 60 96 93 26 70 42 13 51 77 49 46 20 48 0 39 66 69 98 9 24 8 81 32 47 95 12 63 50 3 91 88 53 84 72 11 82 54 55 64 18 30 57 10 90 79 41 5 89 74 68 94 75 38 19 44 23 17 78 97 22 59 86 76 6 28 2 71 87 15 58 31 16 52 25 65 92 27 7 14 73 83 37 21 35 62 1 43 67 80 85 61 4 40 99 36 
29 45 33 26 56 60 93 88 59 34 19 57 51 63 49 46 79 48 66 39 4 38 61 0 74 80 24 94 68 95 12 81 50 3 91 1 13 84 72 11 70 99 55 25 20 28 75 10 65 18 37 9 89 97 90 98 23 62 15 44 54 32 30 41 22 76 86 5 14 77 43 17 87 96 58 31 69 52 64 78 92 27 7 6 73 83 71 21 35 16 42 2 67 8 85 82 47 40 53 36 
25 87 17 41 3 73 93 65 70 38 33 34 26 60 66 46 79 48 85 19 68 29 6 42 47 77 51 56 13 32 45 0 94 75 28 10 96 53 63 24 49 54 36 99 80 8 11 86 82 14 5 71 89 90 72 84 30 16 15 18 78 64 74 97 31 58 98 57 95 23 22 4 39 67 9 20 69 52 61 2 92 27 7 88 59 83 37 21 35 44 1 43 76 62 12 81 50 40 91 55 
29 45 33 26 56 60 96 88 5 34 42 13 51 63 49 46 20 48 66 39 68 72 61 0 74 80 24 94 4 95 12 81 50 41 91 1 57 84 38 70 11 53 55 25 79 28 75 10 78 18 71 9 89 97 90 98 23 62 15 44 54 32 30 3 22 76 59 86 6 77 43 17 87 93 58 31 69 52 64 65 92 27 7 14 73 83 37 21 35 16 19 2 67 8 85 82 47 40 99 36 
29 45 33 34 56 60 96 93 26 70 42 13 51 81 49 46 20 48 0 39 66 69 98 9 24 80 77 32 4 95 12 63 50 3 91 88 53 84 72 11 82 54 55 64 18 30 57 10 90 79 41 5 89 74 68 94 75 38 19 44 23 17 78 97 22 59 86 76 6 28 2 71 87 15 58 31 16 52 25 65 92 27 7 14 73 83 37 21 35 62 1 43 67 8 85 61 47 40 99 36 
29 45 33 34 56 60 96 93 26 70 42 13 51 81 49 46 20 48 0 39 66 69 98 9 24 80 77 32 47 95 12 63 50 3 91 88 53 84 72 11 82 54 55 64 18 30 57 10 90 79 41 5 89 74 68 94 75 38 19 44 23 17 78 97 22 59 86 76 6 28 2 71 87 15 58 31 16 52 25 65 92 27 7 14 73 83 37 21 35 62 1 43 67 8 85 61 4 40 99 36 
29 45 33 26 56 60 96 88 5 34 19 57 51 63 49 46 20 48 66 39 68 38 61 0 74 80 24 94 4 95 12 81 50 3 91 1 13 84 72 11 70 99 55 25 79 28 75 10 65 18 37 9 89 97 90 98 23 62 15 44 53 32 30 41 22 76 59 86 6 77 43 17 87 93 58 31 69 52 64 78 92 27 7 14 73 83 71 21 35 16 42 2 67 8 85 82 47 40 54 36 
29 45 33 26 56 60 96 88 73 34 19 57 51 6 49 46 79 48 0 39 66 38 61 68 74 80 24 94 4 95 12 81 50 3 91 1 13 84 72 11 70 99 55 25 20 28 75 10 65 18 37 9 89 97 90 98 23 62 15 44 54 32 30 41 22 76 59 86 63 77 43 17 87 93 58 31 69 52 64 78 92 27 7 14 5 83 71 21 35 16 42 2 67 8 85 82 47 40 53 36 
29 45 33 26 56 60 93 88 59 34 19 57 51 63 49 46 20 48 0 39 66 38 61 68 74 80 24 94 4 95 12 81 50 3 91 1 13 84 72 11 70 99 55 25 79 28 75 10 65 18 37 9 89 97 90 98 23 62 15 44 54 32 30 41 22 76 86 5 14 77 43 17 87 96 58 31 69 52 64 78 92 27 7 6 73 83 71 21 35 16 42 2 67 8 85 82 47 40 53 36 
29 45 33 26 56 60 93 88 59 34 19 57 51 63 49 46 20 48 66 39 68 38 61 0 74 80 24 94 4 95 12 81 50 3 91 1 13 84 72 11 70 99 55 25 79 28 75 10 65 18 37 9 89 97 90 98 23 62 15 44 54 32 30 41 22 76 86 5 14 77 43 17 87 96 58 31 69 52 64 78 92 27 7 6 73 83 71 21 35 16 42 2 67 8 85 82 47 40 53 36 
29 45 33 26 56 60 96 88 73 34 19 57 51 6 49 46 20 48 0 39 66 38 61 68 74 80 24 94 4 95 12 81 50 3 91 1 13 84 72 11 70 99 55 25 79 28 75 10 65 18 37 9 89 97 90 98 23 62 15 44 53 32 30 41 22 76 59 86 63 77 43 17 87 93 58 31 69 52 64 78 92 27 7 14 5 83 71 21 35 16 42 2 67 8 85 82 47 40 54 36 
29 45 33 26 56 60 96 88 5 34 42 13 51 63 49 46 20 48 66 39 68 38 61 0 74 57 24 94 4 95 12 81 50 3 91 1 80 84 75 70 11 99 55 25 79 28 72 10 65 18 37 9 89 97 90 98 23 62 15 44 53 32 30 41 22 76 59 86 6 77 43 17 87 93 58 31 69 52 64 78 92 27 7 14 73 83 71 21 35 16 19 2 67 8 85 82 47 40 54 36 
29 45 33 26 56 60 96 88 73 34 19 57 51 63 49 46 79 48 66 39 68 38 61 0 74 80 24 94 4 95 12 81 50 3 91 1 13 84 72 11 70 99 55 25 20 28 75 10 65 18 37 9 89 97 90 98 23 62 15 44 54 32 30 41 22 76 59 86 6 77 43 17 87 93 58 31 69 52 64 78 92 27 7 14 5 83 71 21 35 16 42 2 67 8 85 82 47 40 53 36 
29 45 33 26 56 60 93 88 73 34 19 57 51 63 49 46 79 48 66 39 68 38 61 0 74 80 24 94 4 95 12 81 50 3 91 1 13 84 72 11 70 99 55 25 20 28 75 10 65 18 37 9 89 97 90 98 23 62 15 44 54 32 30 41 22 76 59 86 6 77 43 17 87 96 58 31 69 52 64 78 92 27 7 14 5 83 71 21 35 16 42 2 67 8 85 82 47 40 53 36 
29 45 33 26 56 60 93 88 59 34 19 57 51 63 49 46 79 48 66 39 68 38 61 0 74 80 24 94 4 95 12 81 50 3 91 1 13 84 72 11 70 99 55 25 20 28 75 10 65 18 37 9 89 97 90 98 23 62 15 44 54 32 30 41 22 76 86 5 14 77 43 17 87 96 58 31 69 52 64 78 92 27 7 6 73 83 71 21 35 16 42 2 67 8 85 82 47 40 53 36 
29 45 33 26 56 60 96 88 5 34 42 13 51 63 49 46 20 48 66 39 68 72 61 0 74 80 24 94 4 95 12 81 50 3 91 1 57 84 38 70 11 54 55 25 79 28 75 10 78 18 71 9 89 97 90 98 23 62 15 44 53 32 30 41 22 76 59 86 6 77 43 17 87 93 58 31 69 52 64 65 92 27 7 14 73 83 37 21 35 16 19 2 67 8 85 82 47 40 99 36 
29 45 33 26 56 60 93 88 59 34 19 57 51 63 49 46 20 48 66 39 68 38 61 0 74 80 24 94 4 95 12 81 50 3 91 1 13 84 72 11 70 99 55 25 79 28 75 10 65 18 37 9 89 97 90 98 23 62 15 44 54 32 30 41 22 76 86 5 14 77 43 17 87 96 58 31 69 52 64 78 92 27 7 6 73 83 71 21 35 16 42 2 67 8 85 82 47 40 53 36 
29 45 33 26 56 60 96 88 5 34 19 57 51 6 49 46 20 48 66 39 68 38 61 0 74 80 24 94 4 95 12 81 50 3 91 1 13 84 72 11 70 99 55 25 79 28 75 10 65 18 37 9 89 97 90 98 23 62 15 44 54 32 30 41 22 76 59 86 63 77 43 17 87 93 58 31 69 52 64 78 92 27 7 14 73 83 71 21 35 16 42 2 67 8 85 82 47 40 53 36 
29 45 33 26 56 60 96 88 73 34 19 57 51 6 49 46 20 48 66 39 68 38 61 0 74 80 24 94 4 95 12 81 50 3 91 1 13 84 72 11 70 99 55 25 79 28 75 10 65 18 37 9 89 97 90 98 23 62 15 44 53 32 30 41 22 76 59 86 63 77 43 17 87 93 58 31 69 52 64 78 92 27 7 14 5 83 71 21 35 16 42 2 67 8 85 82 47 40 54 36 
29 45 33 26 56 60 93 88 59 34 19 57 51 63 49 46 20 48 0 39 66 38 61 68 74 80 24 94 4 95 12 81 50 3 91 1 13 84 72 11 70 99 55 25 79 28 75 10 65 18 37 9 89 97 90 98 23 62 15 44 54 32 30 41 22 76 5 86 6 77 43 17 87 96 58 31 69 52 64 78 92 27 7 14 73 83 71 21 35 16 42 2 67 8 85 82 47 40 53 36 
29 45 33 26 56 60 96 88 5 34 42 13 51 63 49 46 20 48 66 39 68 72 61 0 74 80 24 94 4 95 12 81 50 41 91 1 57 84 38 70 11 53 55 25 79 28 75 10 78 18 71 9 89 97 90 98 23 62 15 44 54 32 30 3 22 76 59 86 6 77 43 17 87 93 58 31 69 52 64 65 92 27 7 14 73 83 37 21 35 16 19 2 67 8 85 82 47 40 99 36 
29 45 33 82 56 60 88 96 5 34 19 57 43 63 49 46 20 48 66 39 68 72 61 0 74 80 24 94 4 95 12 81 50 3 91 1 13 84 38 70 11 53 55 25 79 28 75 10 78 18 71 9 89 97 90 98 23 62 15 44 54 32 30 41 22 76 59 86 6 77 51 17 87 93 58 31 69 52 64 65 92 27 7 14 73 83 37 21 35 16 26 2 67 8 85 42 47 40 99 36 
29 45 33 82 56 60 96 88 5 34 19 57 43 63 49 46 20 48 66 39 68 72 61 0 74 80 24 94 4 95 12 81 50 3 91 1 13 84 38 70 11 53 55 25 79 28 75 10 78 18 71 9 89 97 90 98 23 62 15 44 54 32 30 41 22 76 59 86 6 77 51 17 87 93 58 31 69 52 64 65 92 27 7 14 73 83 37 21 35 16 26 2 67 8 85 42 47 40 99 36 
29 45 33 26 56 60 96 88 5 34 42 13 51 63 49 46 20 48 66 39 68 72 61 0 74 80 24 94 4 95 12 81 50 3 91 1 57 84 38 70 82 54 55 25 79 28 75 10 78 18 71 9 89 97 90 98 23 62 15 44 53 32 30 41 22 76 59 86 6 77 43 17 87 93 58 31 69 52 64 65 92 27 7 14 73 83 37 21 35 16 19 2 67 8 85 11 47 40 99 36 
29 45 33 26 56 60 96 88 5 34 42 13 51 63 49 46 20 48 66 39 68 72 61 0 74 80 24 94 4 95 12 81 50 3 91 1 57 84 38 70 11 53 55 25 79 28 75 10 65 18 37 9 89 97 90 98 23 62 15 44 54 32 30 41 22 76 59 86 6 77 43 17 87 93 58 31 69 52 64 78 92 27 7 14 73 83 71 21 35 16 19 2 67 8 85 82 47 40 99 36 
29 45 33 26 56 60 96 88 5 34 42 13 51 63 49 46 20 48 66 39 68 38 61 0 74 80 24 94 4 95 12 81 50 3 91 1 75 84 72 11 82 54 55 64 18 30 57 10 78 79 71 9 89 97 90 98 23 62 15 44 53 32 28 41 22 76 59 86 6 77 43 17 87 93 58 31 69 52 25 65 92 27 7 14 73 83 37 21 35 16 19 2 67 8 85 70 47 40 99 36 
29 45 33 26 56 60 93 88 73 34 19 57 51 63 49 46 79 48 66 39 68 38 61 0 74 80 24 94 4 95 12 81 50 3 91 1 13 84 72 11 70 99 55 25 20 28 75 10 65 18 37 9 89 97 90 98 23 62 15 44 54 32 30 41 22 76 59 86 6 77 43 17 87 96 58 31 69 52 64 78 92 27 7 14 5 83 71 21 35 16 42 2 67 8 85 82 47 40 53 36 
29 45 33 26 56 60 93 88 59 34 19 57 51 63 49 46 20 48 66 39 4 38 61 0 74 80 24 94 68 95 12 81 50 3 91 1 13 84 72 11 70 99 55 25 79 28 75 10 65 18 37 9 89 97 90 98 23 62 15 44 54 32 30 41 22 76 86 5 14 77 43 17 87 96 58 31 69 52 64 78 92 27 7 6 73 83 71 21 35 16 42 2 67 8 85 82 47 40 53 36 
29 45 33 34 56 60 96 93 26 70 42 13 51 63 49 46 20 48 0 39 66 69 98 9 24 8 77 32 47 95 12 81 50 3 91 41 53 84 72 11 82 54 55 64 18 30 57 10 90 79 88 5 89 74 68 94 75 38 19 44 23 17 78 97 22 59 86 76 6 28 2 71 87 15 58 31 16 52 25 65 92 27 7 14 73 83 37 21 35 62 1 43 67 80 85 61 4 40 99 36 
29 45 33 34 56 60 96 93 26 70 42 13 51 81 49 46 20 48 0 39 66 69 98 9 24 8 77 32 4 95 12 63 50 3 91 88 53 84 72 11 82 54 55 64 18 30 57 10 90 79 41 5 89 74 68 94 75 38 19 44 23 17 78 97 22 59 86 76 6 28 2 71 87 15 58 31 16 52 25 65 92 27 7 14 73 83 37 21 35 62 1 43 67 80 85 61 47 40 99 36 
29 45 33 26 56 60 93 88 59 34 19 57 51 63 49 46 79 48 66 39 68 38 61 0 74 80 24 94 4 95 12 81 50 3 91 1 13 84 72 11 70 99 55 25 20 28 75 10 65 18 37 9 89 97 90 98 23 62 15 44 54 32 30 41 22 76 86 5 14 77 43 17 87 96 58 31 69 52 64 78 92 27 7 6 73 83 71 21 35 16 42 2 67 8 85 82 47 40 53 36 
29 45 33 26 56 60 96 88 5 34 42 13 51 6 49 46 20 48 66 39 68 72 61 0 74 80 24 94 4 95 12 81 50 3 91 1 57 84 38 70 11 53 55 25 79 28 75 10 65 18 71 9 89 97 90 98 23 62 15 44 54 32 30 41 22 76 59 86 63 77 43 17 87 93 58 31 69 52 64 78 92 27 7 14 73 83 37 21 35 16 19 2 67 8 85 82 47 40 99 36 
29 45 33 26 56 60 96 88 5 34 42 13 51 63 49 46 79 48 66 39 68 38 61 0 74 80 24 94 4 95 12 81 50 3 91 1 57 84 72 11 70 99 55 25 20 28 75 10 65 18 37 9 89 97 90 98 23 62 15 44 53 32 30 41 22 76 59 86 6 77 43 17 87 93 58 31 69 52 64 78 92 27 7 14 73 83 71 21 35 16 19 2 67 8 85 82 47 40 54 36 
25 87 17 41 3 73 93 65 70 38 33 34 26 60 66 46 79 48 85 19 68 29 6 42 47 77 51 56 13 32 45 0 94 75 28 10 96 53 63 24 49 54 36 99 80 8 11 86 82 14 5 71 89 90 72 84 30 16 15 18 78 64 74 97 31 58 98 57 95 23 22 4 39 67 9 20 69 52 61 2 92 27 7 88 59 83 37 21 35 44 1 43 76 62 12 81 50 40 91 55 
29 45 33 26 56 60 96 88 73 34 42 13 51 63 49 46 20 48 66 39 68 72 61 0 74 80 24 94 4 95 12 81 50 3 91 1 57 84 38 70 11 53 55 25 79 28 75 10 65 18 37 9 89 97 90 98 23 62 15 44 54 32 30 41 22 76 59 86 6 77 43 17 87 93 58 31 69 52 64 78 92 27 7 14 5 83 71 21 35 16 19 2 67 8 85 82 47 40 99 36 
29 45 33 26 56 60 96 88 5 34 42 13 51 63 49 46 20 48 66 39 68 72 61 0 74 80 24 94 4 95 12 81 50 3 91 1 57 84 38 70 11 53 55 25 79 28 75 10 65 18 37 9 89 97 90 98 23 62 15 44 54 32 30 41 22 76 59 86 6 77 43 17 87 93 58 31 69 52 64 78 92 27 7 14 73 83 71 21 35 16 19 2 67 8 85 82 47 40 99 36 
29 45 33 26 56 60 96 88 73 34 42 13 51 63 49 46 20 48 66 39 68 72 61 0 74 80 24 94 4 95 12 81 50 3 91 1 57 84 38 70 11 53 55 25 79 28 75 10 65 18 37 9 89 97 90 98 23 62 15 44 54 32 30 41 22 76 59 86 6 77 43 17 87 93 58 31 69 52 64 78 92 27 7 14 5 83 71 21 35 16 19 2 67 8 85 82 47 40 99 36 
29 45 33 26 56 60 96 88 5 34 42 13 51 63 49 46 79 48 66 39 68 38 61 0 74 80 24 94 4 95 12 81 50 3 91 1 57 84 72 11 70 99 55 25 20 28 75 10 65 18 37 9 89 97 90 98 23 62 15 44 53 32 30 41 22 76 59 86 6 77 43 17 87 93 58 31 69 52 64 78 92 27 7 14 73 83 71 21 35 16 19 2 67 8 85 82 47 40 54 36 
29 45 33 26 56 60 96 88 5 34 42 13 51 63 49 46 20 48 66 39 68 72 61 0 74 80 24 94 4 95 12 81 50 3 91 1 57 84 38 70 11 54 55 25 79 28 75 10 78 18 71 9 89 97 90 98 23 62 15 44 53 32 30 41 22 76 59 86 6 77 43 17 87 93 58 31 69 52 64 65 92 27 7 14 73 83 37 21 35 16 19 2 67 8 85 82 47 40 99 36 
29 45 33 26 56 60 96 88 5 34 42 13 51 63 49 46 20 48 66 39 68 38 61 0 74 80 24 94 4 95 12 81 50 41 91 1 57 84 72 11 70 99 55 25 79 28 75 10 78 18 71 9 89 97 90 98 23 62 15 44 54 32 30 3 22 76 59 86 6 77 43 17 87 93 58 31 69 52 64 65 92 27 7 14 73 83 37 21 35 16 19 2 67 8 85 82 47 40 53 36 
29 45 33 26 56 60 96 88 73 34 42 13 51 6 49 46 20 48 66 39 68 72 61 0 74 80 24 94 4 95 12 81 50 41 91 1 57 84 38 70 11 53 55 25 79 28 75 10 65 18 71 9 89 97 90 98 23 62 15 44 54 32 30 3 22 76 59 86 63 77 43 17 87 93 58 31 69 52 64 78 92 27 7 14 5 83 37 21 35 16 19 2 67 8 85 82 47 40 99 36 
29 45 33 26 56 60 96 88 5 34 42 13 51 6 49 46 20 48 66 39 68 72 61 0 74 80 24 94 4 95 12 81 50 3 91 1 57 84 38 70 11 53 55 25 79 28 75 10 65 18 71 9 89 97 90 98 23 62 15 44 54 32 30 41 22 76 59 86 63 77 43 17 87 93 58 31 69 52 64 78 92 27 7 14 73 83 37 21 35 16 19 2 67 8 85 82 47 40 99 36 
29 45 33 26 56 60 96 88 5 34 19 57 43 63 49 46 20 48 66 39 68 72 61 0 74 80 24 94 4 95 12 81 50 3 91 1 13 84 38 70 11 53 55 25 79 28 75 10 78 18 71 9 89 97 90 98 23 62 15 44 54 32 30 41 22 76 59 86 6 77 51 17 87 93 58 31 69 52 64 65 92 27 7 14 73 83 37 21 35 16 42 2 67 8 85 82 47 40 99 36 
29 45 33 26 56 60 96 88 73 34 19 57 51 6 49 46 79 48 66 39 68 38 61 0 74 80 24 94 4 95 12 81 50 3 91 1 13 84 72 11 70 99 55 25 20 28 75 10 65 18 37 9 89 97 90 98 23 62 15 44 53 32 30 41 22 76 59 86 63 77 43 17 87 93 58 31 69 52 64 78 92 27 7 14 5 83 71 21 35 16 42 2 67 8 85 82 47 40 54 36 
29 45 33 26 56 60 96 93 34 70 42 13 51 63 49 46 20 48 0 39 66 16 98 9 24 8 28 32 47 95 12 81 50 3 91 41 53 84 72 11 82 54 55 25 18 30 57 10 90 79 88 5 89 74 68 94 75 38 19 44 23 71 78 97 22 76 86 59 6 77 43 17 87 15 58 31 69 52 64 65 92 27 7 14 73 83 37 21 35 62 1 2 67 80 85 61 4 40 99 36 
29 45 33 26 56 60 96 88 5 34 19 57 51 6 49 46 20 48 66 39 68 38 61 0 74 80 24 94 4 95 12 81 50 3 91 1 13 84 72 11 70 99 55 25 79 28 75 10 65 18 37 9 89 97 90 98 23 62 15 44 54 32 30 41 22 76 59 86 63 77 43 17 87 93 58 31 69 52 64 78 92 27 7 14 73 83 71 21 35 16 42 2 67 8 85 82 47 40 53 36 
29 45 33 34 56 60 96 93 26 70 42 13 51 63 49 46 20 48 0 39 66 69 98 9 24 8 77 32 47 95 12 81 50 3 91 41 53 84 72 11 82 54 55 64 18 30 57 10 90 79 88 5 89 74 68 94 75 38 19 44 23 17 78 97 22 59 86 76 6 28 2 71 87 15 58 31 16 52 25 65 92 27 7 14 73 83 37 21 35 62 1 43 67 80 85 61 4 40 99 36 
29 45 33 26 56 60 96 88 5 34 42 13 51 63 49 46 20 48 66 39 68 38 61 0 74 80 24 94 4 95 12 81 50 3 91 1 75 84 72 11 82 54 55 64 18 30 57 10 78 79 71 9 89 97 90 98 23 62 15 44 53 32 28 41 22 76 59 86 6 77 43 17 87 93 58 31 69 52 25 65 92 27 7 14 73 83 37 21 35 16 19 2 67 8 85 70 47 40 99 36 
29 45 33 26 56 60 96 88 5 34 19 57 43 63 49 46 20 48 66 39 68 72 61 0 74 80 24 94 4 95 12 81 50 3 91 1 13 84 38 70 82 54 55 25 79 28 75 10 78 18 71 9 89 97 90 98 23 62 15 44 53 32 30 41 22 76 59 86 6 77 51 17 87 93 58 31 69 52 64 65 92 27 7 14 73 83 37 21 35 16 42 2 67 8 85 11 47 40 99 36 
29 45 33 26 56 60 96 88 73 34 42 13 51 6 49 46 20 48 66 39 68 72 61 0 74 80 24 94 4 95 12 81 50 41 91 1 57 84 38 70 11 53 55 25 79 28 75 10 65 18 71 9 89 97 90 98 23 62 15 44 54 32 30 3 22 76 59 86 63 77 43 17 87 93 58 31 69 52 64 78 92 27 7 14 5 83 37 21 35 16 19 2 67 8 85 82 47 40 99 36 
29 45 33 11 56 60 96 88 5 34 19 57 43 63 49 46 20 48 66 39 68 72 61 0 74 80 24 94 4 95 12 81 50 3 91 1 13 84 38 70 82 53 55 25 79 28 75 10 78 18 71 9 89 97 90 98 23 62 15 44 54 32 30 41 22 76 59 86 6 77 51 17 87 93 58 31 69 52 64 65 92 27 7 14 73 83 37 21 35 16 42 2 67 8 85 26 47 40 99 36 
29 45 33 26 56 60 96 88 5 34 19 57 43 63 49 46 20 48 66 39 68 72 61 0 74 80 24 94 4 95 12 81 50 3 91 1 13 84 38 11 82 53 55 25 79 28 75 10 78 18 71 9 89 97 90 98 23 62 15 44 54 32 30 41 22 76 59 86 6 77 51 17 87 93 58 31 69 52 64 65 92 27 7 14 73 83 37 21 35 16 42 2 67 8 85 70 47 40 99 36 
29 45 33 26 56 60 96 88 73 34 19 57 51 6 49 46 79 48 66 39 68 38 61 0 74 80 24 94 4 95 12 81 50 3 91 1 13 84 72 11 70 99 55 25 20 28 75 10 65 18 37 9 89 97 90 98 23 62 15 44 53 32 30 41 22 76 59 86 63 77 43 17 87 93 58 31 69 52 64 78 92 27 7 14 5 83 71 21 35 16 42 2 67 8 85 82 47 40 54 36 
29 45 33 34 56 60 96 93 26 70 42 13 51 81 49 46 20 48 0 39 66 16 98 9 24 8 77 32 4 95 12 63 50 3 91 88 53 84 72 11 82 54 55 64 18 30 57 10 90 79 41 5 89 74 68 94 75 38 19 44 23 17 78 97 22 59 86 76 6 28 2 15 87 71 58 31 69 52 25 65 92 27 7 14 73 83 37 21 35 62 1 43 67 80 85 61 47 40 99 36 
